headword,entry_text,page
uranpalli),*uranpalli) vt. comer.,594
lanwa',lanwa' a'tulli) vt. comer,594
pekdalu'lli,*pekdalu'lli) vt. comer un,594
2,"2 ( *pekdalli) vt. exterminar,",595
shi'mi',"comezón shi'mi' s. comezón, hongos. Shi'mi' lulennek",595
comida,comida uran ( weran1) s. comida. Pu'teklusa',595
uran),uran) s. comida. spec: kuañi.,595
comida,"comida sancochada akusupi nom. comida sancochada, por",595
tenmiansu'ker',tenmiansu'ker') vt. ¡empieza! ¡comienza!,595
comino,comino pimula s. comino.,595
comisura,comisura de labios sawerun s.,595
compadre,compadre kunpa s. compadre.,596
syn:,syn: kunpari.; kunpari s. compadre. Término usado por las mujeres. Dukerukllik,596
completo,"completo iñerpi nom. entero,",596
mapa'ter'1,cómpralo mapa'ter'1 vt. ¡cómpralo! ¡Mapa'ter' nalu,596
wa'naukta!,wa'naukta! ¡Compra olla nueva!; mapa'ter'2 vt. ¡cómpralo! ¡Shapun,596
mapa'tulli,mapa'tulli) vt. comprar.,596
*lauk'apalli1,*laweklli1; *lauk'apalli1) vt.,597
llinse'chunan,llinse'chunan) s.,597
ku'wella'la',ku'wella'la' ( ku'werlla'la') adj. alguien o algo que tiene la,597
ku'wella'la',ku'wella'la') adj. con boca o,597
Ese,"Ese hombre tiene boca torcida. con cuidado con dolor. con nosotros dos, entre los dos con precaución tekkuasu' adv. con cuidado, cuidadosamente, con precaución. Tanak i'na",597
condimentado,condimentado tekdiperpi nom. condimentado. Ali'la uran,598
condimentos,condimentos pimu 1 s. condimentos. Pimulek,598
negro,"negro tamek s. cóndor, buitre",598
congompe,congompe kunkunpi s.,598
luwe'cher,luwetcher; luwe'cher) vt. ¡conócelo! Wilawek,598
conocer,conocer *luwerapalli vi. conocer (lo que se conoce se indica en,598
luwerchulli),luwerchulli) vt. conocer.,598
conocido,"conocido lawintek nom. famoso,",598
*nu'tapalli,"construir *nu'tapalli ( *nu'tulli) vt. hacer, preparar, construir.",598
pideklli1),*pideklli1) vi. constuir una,599
palenñantulli),*palenñantulli) vi. construir,599
pidekker'1,construye casa pidekker'1 vi. ¡construye casa! ¡Pidekker',599
tanpu'tapalli,*tanpu'tapalli ( *tanpu'tulli) vi. constuir una casa,599
lliker'ker',consume lliker'ker' vi. ¡extermina! ¡Lliker'ker'!,599
llikercher',consúmelo llikercher' vt. ¡termínalo! ¡extermínalo! ¡consúmelo! ¡Llikercher' kusherpen! ¡Termina tus chanchos!,599
*lliker'apalli,consumir *lliker'apalli vi.,599
contagiar,contagiar *dantapalli ( dantulli) vb. contagiar algo a alguien.,600
a'dantapalli,*a'dantapalli ( *a'dantulli) vt.,600
contar,contar *lunpalli 1 ( *luñi) vt.,600
pichilli1),*pichilli1) vt. contar. Samer,600
pichitapalli,*pichitapalli 1 ( *pichitulli) vi. contar. Nana pichitulli,600
wintulli),"*wintulli) vb. decir, contar.",600
luntulli),*luntulli) vb. hablarle a,600
sakektutek),"sakektutek) nom. feliz,",600
alguien,"alguien que siempre está contento. Kullasha ku'aper sakektek. Julia es una mujer feliz.; sakektutek ( sakektek) nom. alegre, feliz, alguien que",600
na'piter',contesta na'piter' vi. ¡contesta! ¡responde!,600
na'piker',contéstale na'piker' vt. ¡contéstale! ¡respóndele!,601
na'pitulli,"*na'pitulli) vi. contestar, responder. Wilasha",601
na'pilli,*na'pilli) vt. contestar a,601
continuar,continuar *tupipalli ( *tupilli) vi.,601
danpalli,*danpalli ( *dañi) vt.,601
da'chiklli,*da'chiklli) vi. no hacer,601
conversador,conversador luntek nom.,601
inluntulli),*inluntulli) vi. conversar.,601
inluntuku',conversen inluntuku' vi. ¡conversen! ¡Ipa'li'na,601
ñikuñi),ñikuñi) vi. convertirse en algo.,602
a'uter',convida bebida a'uter' vt. ¡convida la bebida! ¡A'uter' uklupidek! ¡Convida la bebida! val.: a'uker'2.,602
muda',"conviviente muda' 2 s. marido,",602
mulu',copa del árbol mulu' s. copa del árbol. Tananwanan a'llupi,602
nala-mulu',"árboles elevados.; nala-mulu' s. copa del árbol, conjunto de",602
copal,"copal dunalli, dunallin s. copal, antorcha. A'tentuku'",602
corazón,corazón dinlupi s. corazón.,602
a'ukuntuna,"cordel a'ukuntuna, a'ukuntunan s. cordel para tender la ropa.",602
se,"se está meciendo en mi cordel.; ilallin s. cordel, soga.",602
kupin-mutupilusa',cordillera kupin-mutupilusa' s.,602
mu'mullin,mu'mullin) s. cordón umbilical. Kui'na,602
ku'luluntek,corocoro ku'luluntek s. garza corocoro. Ku'luluntek,603
corona,corona dankurkek 1 s. corona.,603
tekka'ker',corre tekka'ker' vi. ¡corre!,603
a'lawinker',corre la voz a'lawinker' vi. ¡corre la voz! Eluku ala'sa',603
intenpu'nan1,"correa intenpu'nan1 s. cinturón, correa. Akushupi wilawek",603
2,2 ( llichektulli) vt. enderezar a,603
tekka'dek,correntoso tekka'dek nom.,603
*tekka'palli,correr *tekka'palli 1 ( *tekka'lli) vi. correr. Lli'an ima,603
tekka'deklli,*tekka'deklli) vi. ser,603
a'lawinpalli,*a'lawinpalli ( *a'lawiñi) vt.,603
tekka'lapiker',córrete dejándolo tekka'lapiker' ( tekka'lapir') vt. ¡vete,604
tekka'llintek,corriente del río tekka'llintek s.,604
llichekter',corrígela llichekter' 2 vt. ¡corrígela! ¡enderézala! ¡Sadanpen,604
dektunker',corta dektunker' vi. ¡corta! ¡Sawellilek dektunker'! ¡Corta con machete!;,604
llii'wanker',corta la hierba bajito llii'wanker' vi. ¡libra! ¡huactapea! ¡corta la,604
diwekker',diwekker') vi. ¡corta leña!,604
diwekker',diwekker' ( diukker') vi. ¡corta leña! ¡Diwekker' amipenki! ¡Corta leña para,604
enchunter',corta sin derribar enchunter' vi. ¡corta (el árbol) sin derribar!,604
enchunker',enchunker' vt. ¡corta el árbol (sin derribarlo)! ¡hazle un corte (a un árbol)! ¡Enchunker' nala! ¡Hazle un corte al árbol!,604
cortadera,cortadera denpa s. especie de,604
dekketcher',córtalo dekketcher' vt. ¡córtalo (tela o papel)! ¡Dekketcher',605
dektunter',dektunter' vt. ¡trózalo! ¡córtalo! ¡Dektunter' nana,605
llise'cherker,llise'cherker; llisetcherker) vt. ¡córtalo! ¡Lullin,605
llitunter',soga templada!; llitunter' vt. ¡trózalo! ¡córtalo! ¡Llitunter',605
dekpa'ter',córtalo (árbol) dekpa'ter' vt. ¡córtalo (árbol)! Makklapi,605
dekluter',córtalo en rebanadas dekluter' vt. ¡córtalo en rebanadas! ¡rebánalo! ¡pícalo! ¡Pinter,605
cortar,cortar *dektunpalli ( dektuñi) vi.,605
di'tulli,*di'tulli) vt. cortar. Kualer,605
llise'chek'apalli,"*llise'chek'apalli) vi. cortar, trozar. -Mañir",606
enchunpalli,*enchunpalli ( *enchuñi) vt.,606
cortar,"cortar en rajas *pekdamerapalli ( *pekdamelli) vt. partir,",606
deklutapalli,*deklutapalli ( *deklutulli) vt.,606
llii'wanpalli,llii'wanpalli ( llii'wañi) vi.,606
diuklli),*diuklli) vi. cortar leña.,606
enchuntulli),*enchuntulli) vi. cortar (un,606
dekketchulli),dekketchulli) vt. cortar tela o papel. Talit,606
dekpa'tulli,"dekpa'tulli) vt. derribar, cortar, talar. Frank",607
dekpandanektulli),dekpandanektulli) vt. cortarle el cerquillo a alguien. Kualer,607
ekpandaneklli),*ekpandaneklli) vt. cortarle el,607
dektuntulli),*dektuntulli) vt. cortar el pelo,607
daku'si'palli,*daku'si'palli ( *daku'si'lli) vt. cortarle el pelo a un,607
ekpan'encheklli,*ekpan'encheklli) vt. cortarle el pelo a una mujer.,607
dekpan'enchektulli,dekpan'enchektulli) vt.,607
*indi'tulli,cortarse *indi'tulli 2 vi. cortarse.,607
corteza,corteza chipitek 2 s. corteza.,607
corteza,"corteza de umarí es buena para quemar la cerámica.; tek1 s. piel, corteza. Tekwekkek",607
corteza,corteza seca de árbol diwitek s.,608
tunka'sha,corto tunka'sha adj. corto.,608
la'pi-samer,"corvina la'pi-samer s. corvina,",608
u'neitek,u'neitek s. cosa grande,608
napi'da',cosa usada napi'da' nom. cosa,608
napi'da',cosa vieja napi'da' nom. cosa,608
pi'pi'yunker',cose pi'pi'yunker' ( pi'pi'yun) vi. ¡cose! Ma'atasu' kapi.,608
serketcher',serketcher') vt. ¡cosecha (algo que tiene granos)!,608
utekdanter',cosecha yuca utekdanter' vi. ¡cosecha yuca!,608
sekketcher',coséchalo sekketcher' vt. ¡coséchalo! ¡Sekketcher',608
iwer',iwer') vt. ¡cávalo! ¡coséchalo cavando! ¡Mama' iwa'ker'! ¡Cava la sachapapa! ¡Asila,608
sekketchulli),*sekketchulli) vt. cosechar.,609
utekdantulli),*utekdantulli) vi. cosechar,609
pi'per'iter',"cósele, cóseselo pi'per'iter' vt. ¡cósele! ¡cóseselo! ¡Pidir,",609
pi'petcher',pi'petcher') vt. ¡cóselo! ¡Asu',609
pi'pi'yuñi,*pi'pi'yuñi) vi. coser. Danku,609
pi'per'itapalli,*pi'per'itapalli ( *pi'per'itulli) vb. coserle algo a alguien.,609
pa'tulli,"*pa'tulli) vi. costar, valer.",609
costilla,costilla lallintek s. costilla.,610
lu'lu',coto del mono lu'lu' kulupi s.,610
lu'lu',"cotomono lu'lu' s. cotomono,",610
ku'dunpi,cráneo ku'dunpi s. parte,610
En,En mi cráneo tengo una lobanilla. clf: pi4.; mutu'tek s.,610
*a'llupitapilalli,"crecer *a'llupitapilalli vi. crecer,",610
susupalli,*susupalli ( *susulli) vi. crecer. Kua susulek Shiwiluk. Yo crecí en Jeberos. Tanku susupilalli,610
kupideklli),kupideklli) vi. crecer el río.,610
sileklli),*sileklli) vi. crecer la hierba.,610
a'llupinantulli,a'llupinantulli) vi. ser o,610
creciente,creciente del río kupidek2 s.,611
latekker',créele latekker' vt. ¡créele!,611
*latek'apalli,creer *latek'apalli 1 ( *lateklli) vt. creer. Latek'i'ñen,611
ne'chekla,netchekla; ne'chekla) s.,611
pektawater',"cría (animales) pektawater' vi. ¡cría (animales)! ¡Pulú,",611
cría,cría pequeña wawa 2 s. cría,611
pektawaker',críalo pektawaker' ( pektawer') vt. ¡críalo! ¡Pektawaker',611
teksusuker',teksusuker' ( teksusur') vt. ¡críalo! Kaikuapen,611
teksusur',teksusur' ( teksusuker') vt. ¡críalo! Kaikuapen,611
criar,criar (animales) *pektawatapalli ( *pektawatulli) vi. criar (animales). Rakir,611
teksusulli),*teksusulli) vt. criar a alguien.,612
Ala'sa',*pektawalli) vt. criar. Ala'sa',612
di'tek,criminal (que mata) di'tek nom.,612
crisneja,"crisneja panpektek s. crisneja,",612
adinuter',critica adinuter' vi. ¡critica!,612
criticar,"criticar *adinupalli 2 ( adinulli) vt. criticar, hablar mal de alguien. ¡Aner yadinututa, luyurchinerken! ¡No",612
tuyulli),*tuyulli) vi. hablar mal de,612
adinutapalli,adinutapalli ( adinutulli) vi.,612
"criticón,","criticón, hablador adinututek nom. criticón, hablador.",612
crudo,"crudo nanpi nom. crudo, sin cocinar. Chiter' nanpi",612
cruz,cruz kulusek (Spn. cruz) s. cruz.,612
pentundekter',pentundekter' vt. ¡cruza el,613
pentunker',crúzalo pentunker' vt. ¡crúzalo! ¡chímbale! ¡Pentunker',613
cruzar,"cruzar *pentunpalli ( *pentuñi) vt. chimbar, cruzar usando un",613
pentundektulli),*pentundektulli) vt. cruzar el,613
kirka',cuaderno kirka' 3 ( kerka') (Quech. kirka) cf:. s. cuaderno.,613
kerka'tek,kerka'tek) s. cuaderno (especialmente si no está,613
ma'shapi'nta',cualquier cosita ma'shapi'nta' s. cualquier cosita. Kullasha,613
-sik,cuando él -sik v. > nom. sufijo que agregado al verbo indica,614
-a'ser,cuando ellos -a'ser v. > nom.,614
-a'sekudek,-a'sekudek v. > nom. sufijo que agregado a un verbo,614
-a'sin,cuando tú -a'sin v. > nom. sufijo que agregado a un verbo,615
-a'sik,cuando tú y yo -a'sik v. > nom.,615
-a'sinma',cuando ustedes -a'sinma' v. > nom. sufijo que agregado a un,615
-a'seku,cuando yo -a'seku v. > nom.,615
ínkatu'a'su',cuarto ínkatu'a'su' nom. cuarto.,616
cubierta,"cubierta idimuna, idimunan1 s.",616
witanker',cubre con hojas witanker' vi. ¡cubre con hojas! ¡Kencha'n,616
atanter',cúbrelo atanter' vt. ¡cúbrelo! ¡Ukta atanter'! ¡Tapa la olla!; patanter' vt. ¡cúbrelo! !,616
yantanter',cúbrete yantanter' vi. ¡cúbrete!,616
inpape'cher,inpape'cher; inpapetcher) vi. ¡cúbrete con lodo! ¡sumérgete en lodo!,616
yantanladater',cúbrete la cara yantanladater' vi. ¡cúbrete la cara!,616
cubrir,"cubrir *atantapalli ( *atantulli) vt. cubrir algo (con tapa,",616
inpaper'chulli,*inpaper'chulli) vi. sumirse,616
yantanladatulli),"*yantanladatulli) vi. cubrirse la cara, taparse la cara. Kusi",616
cucaracha,cucaracha kukaratek s. cucaracha. Kua kukaratek,617
cuchara,cuchara kushara (Spn. cuchara) s. cuchara. ¡Keritencha'u,617
cucharón,cucharón wishek ( wisCHa) s. cucharón.,617
wishek),wishek) s. cucharón de palo.,617
shiwe'chek,shiwe'chek) (der. of) s. cuchillo. Akuschina,617
cuchillo,cuchillo pequeño sunki s.,617
sa'la',"cuchipi sa'la' s. cuchipi,",617
cuello,cuello unker s. cuello. Midu,617
cuenca,cuenca de un río lala 2 s. cuenca de un río. Mama'dek lalak,617
pichiter',cuenta pichiter' vi. ¡cuenta!,617
winter',cuéntale winter' vb. ¡cuéntale! ¡cuéntaselo! ¡Winter',617
pichiker',cuéntalo pichiker' 1 ( pichir') vt. ¡cuéntalo! ¡Samer pichir'! ¡Cuenta los peces!,617
wi'wek,cuerno wi'wek 2 ( wek) s.,618
lalauk),"lalauk) s. asta, cuerno de pez.",618
cunchi,cunchi tiene astas con eso nos hinca.; ler' 1 s. cuerno de,618
cuero,cuero chipitek 3 s. cuero.,618
cuerpo,cuerpo pi1 s. cuerpo.,618
ker'pi,cuerpo negro ker'pi nom. cuerpo negro. Kulla ñiñi'nen,618
cuerpo,cuerpo negruzco nerpi nom. de,618
tekkuasu',"cuidadosamente tekkuasu' adv. con cuidado, cuidadosamente, con precaución. Tanak i'na",619
luwekter',cuídale luwekter' vt. ¡cuídale! ¡cuídalo! ¡cuídala! ¡Amishapen luwekter'! ¡Cuida a tu abuelita!,619
lli'lli,*lli'lli) vt. cuidar. Mirna,619
luwektapalli,*luwektapalli ( *luwektulli) vt. cuidar. Kua luwektulek,619
inluwektulli),*inluwektulli) vi. cuidar algo de uno mismo. Nana,619
supu'pekka',culantro supu'pekka' s. culantro.,619
culata,"culata del techo wanku s. culata del techo de la casa, base, fin.",619
da'wan,"culebra da'wan s. serpiente,",619
culo,"culo lala 3 s. culo, trasero.",619
usha',"culpa usha' s. pecado, falta, culpa. Ñiñi'wek chimiñi,",620
pilu'ter',cultiva pilu'ter' vi. ¡cultiva!,620
pilu'tutek,cultivador pilu'tutek nom.,620
pilu'ker',cultívalo pilu'ker' ( pilu'r) vt. ¡cultívalo! ¡Menminpen,620
*pilu'palli,cultivar *pilu'palli ( *pilu'lli) vt.,620
pilu'tulli,"*pilu'tulli) vi. cultivar, deshierbar. Menmiwekkek",620
pektawalli),*pektawalli) vt. cultivar o,620
comestibles,"comestibles el ""atenkumala"", ""uwekkumala"", ""etchekkumella"" y ""kaserwa'la"". (Virola elongata); kumala s.",620
"""kaserwa'la""","cumala ""kaserwa'la"" kaserwa'la s. especie de cumala",621
cumba,"cumba inpatamek 2 s. armayari de un techo, cumba. Pidek",621
tanpu'-mutu',cumba del tambo tanpu'-mutu' (comp. of) s. cumba del tambo.,621
pidek-mutu',"cumbrera, cumba pidek-mutu' s. cumbrera o cumba de la",621
cumpleaños,cumpleaños uklli1 2 cf: weklli2. s. cumpleaños. Ya',621
wa'dek-uklli,wa'dek-uklli) s. cumpleaños.,621
innitulli2),*innitulli2) vi. cumplirse.,621
ya'wina,"cuña ya'wina, ya'winan 2 s. cuña o apoyo (para sacar",621
cuñada,cuñada meksha ( mek2) s.,622
imullu',cuñada (de un hombre) imullu' s. cuñada (de un hombre.),622
2,2 s. cuñado (de un hombre).,622
cunchi,"cunchi ikellala s. cunchi, tipo de bagre. Ikelllala",622
tu'wan,cunchi tullu uma tu'wan s. tipo de bagre cunchi llamado tullu uma. Tu'wan,622
lulenker',cúralo lulenker' vt. ¡cúralo!,622
curandero,"curandero duktur s. doctor, curandero. Raul duktur.",622
lulenta'su'.,lulenta'su'.; lulenta'su' nom. curandero.,622
*lulen'apalli,curar *lulen'apalli vt. curar.,623
lulentulli),*lulentulli) vi. curar.,623
kaper',"curare kaper', kaper s. ampi,",623
curhuinsi,"curhuinsi wilek s. curhuinsi,",623
pisha'-kasetchu',curichi pisha'-kasetchu' s.,623
ñinchidinu'su',"curioso, creativo ñinchidinu'su' ( ñinchidinu) nom. hábil,",623
dek'enma'tek,cushuri dek'enma'tek s. cushuri.,624
buceando,buceando agarra peje. cf: dekpenku.; dekpenku s.,624
a'pidekter',cutípale a'pidekter' vt. ¡cutípale!,624
*a'pidektapalli,cutipar hirviendo *a'pidektapalli ( *a'pidektulli) vt. cutipar la,624
panpa-wer,"cuy panpa-wer s. cuy, conejillo de Indias. Katu'shunka' panpawerwanpalek.",624
chacarera,chacarera menminlun s.,624
chacarero,chacarero menminpen s.,624
chacra,"chacra menmi, menmin s. chacra. Menminwekkek",624
chambira,chambira palliken s. palmera chambira. Palliken i'na,624
chambira,chambira pallikenpi s. fruto muy,624
chambira,chambira (pez) awerama s. pez,624
deklalu',"chamisal deklalu' s. chamisal,",625
kekpiter',chamúscalo kekpiter' vt. ¡chamúscalo! ¡Kekpiter',625
kekpitulli),"*kekpitulli) vt. chamuscar,",625
pasanker',chanca (yuca) pasanker' vi. ¡chanca (yuca u otro,625
chancador,"chancador pasana, pasanan s.",625
llisanter',cháncalo llisanter' vt. ¡cháncalo! ¡májalo! ¡Puñañin,625
llisanter'!,llisanter'! ¡Maja el barbasco!; padekter' vt. ¡cháncalo! ¡tritúralo!,625
llidekter',cháncalo (con palo) llidekter' vt. ¡rómpelo con palo! ¡cháncalo!,625
pasanter',cháncalo (yuca) pasanter' vt. ¡cháncalo (yuca o sachapapa)! ¡Nana mama'nta',625
adekter',cháncalo con tus pies adekter' vt. ¡cháncalo con tus pies! ¡Rodolfo silunen,625
pidekker'2,cháncalo chiquitito pidekker'2 vt. ¡cháncalo chiquito con cuchara! ¡Pidekker',625
apekter',cháncalo pisando apekter' vt. ¡rómpelo pisando! ¡cháncalo pisando! Mishaku,625
chancar,"chancar *llisanpalli vt. chancar, majar. Puñañin llisanna' ""eklli pur'awa'""",626
pada'ker'apalli,"*pada'ker'apalli ( *pada'kelli) vt. romper, chancar, destruir. ¡Nana kusherpen",626
padektapalli,"*padektapalli ( *padektulli) vt. chancar, machacar, triturar.",626
u'dek'apalli,*u'dek'apalli 1 ( *u'deklli) vi.,626
haciéndola,haciéndola hervir.; llisantapalli ( llisantulli) vt. chancar.,626
pasantulli),pasantulli) vt. chancar yuca u,626
adektapalli,*adektapalli ( *adektulli) vt.,626
*pidek'apalli2,"chancar chiquitito *pidek'apalli2 ( *pideklli2) vt. chancar, picar",626
pasañi),*pasañi) vi. chancar yuca u,626
chancarse,chancarse *adekpalli ( *adeklli) vi. chancarse.,626
chancho,"chancho kusher (Quech. kuchi) s. chancho, cerdo, puerco.",627
lellater',chapanea lellater' vi. ¡chapanea!,627
lellalapir',chapanéalo lellalapir' vt. ¡chapanéalo! ¡Amantek,627
lellalapilli),"lellalapilli) vt. chapanear,",627
Antonio,"Antonio está chapaneado majaz.; lellatapalli ( lellatulli) vi. chapanear, escuchar a un",627
sekmu'ker',chapéalo sekmu'ker' vt. ¡disuélvelo (con las manos)! ¡chapéalo! ¡Uklulu',627
sekmu'lli,"*sekmu'lli) vt. diluir, chapear",627
sekmu'lu',chapo sekmu'lu' s. masa,627
pipelladasu',chaposo pipelladasu' nom.,627
puka',"charapa puka' s. charapa,",627
kunse'chek,kunse'chek) s. charapa,628
sha'ntek,charapa sapo sha'ntek s.,628
deklu'tek,charco deklu'tek 1 s. charco.,628
chayahuita,"chayahuita Shawi s. chayahuita, shawi. Napi'",628
a'mer,chico a'mer adj. pequeño. Iñer,628
shaka'wa',"chicua shaka'wa' s. chicua, tipo de ave asociada al presagio, agüero, mal agüero.",628
chicha,chicha punta uklupidek s.,628
hago,hago mi chicha punta. syn: uklutudek.; uklutudek s.,628
chicharra,chicharra kadula s. chicharra.,628
supi,supi ( supi) s. chicharra de la,629
da'wan,"da'wan s. especie de víbora,",629
kalu'pi,"chilcano kalu'pi s. chilcano,",629
pentunker',chímbale pentunker' vt. ¡crúzalo! ¡chímbale! ¡Pentunker',629
pentuñi),"*pentuñi) vt. chimbar, cruzar",629
chinchi,"chinchi tanker s. chinchi, insecto",629
chinchi,chinchi comestible tankala s.,629
shupin,shupin s. loro chirriclés.,630
da'panpalli,"chocarse da'panpalli ( da'pañi) vi. golpearse, chocarse.",630
chonta,chonta dawella s. fruto de la,630
fruto,fruto de huasaí. clf: la3. (Euterpe oleracea); dawer s.,630
dawerker',chonta rumo dawerker' s.,630
chopé,chopé awapi 2 s. fruto del chopé.,630
chopé,"chopé awapi 1 s. chopé , tipo de árbol. Awapi dinker'apalli",630
muda'-ulerwan,chorohuara muda'-ulerwan s.,630
tekka'lli,*tekka'lli) vi. chorrear. Kua yadapilek. Ladawekkek,630
chorro,"chorro pakshadek s. chorro,",630
kua',"choshna kua' s. choshna, kinkajú. Ekpi mer'chusik",630
chuchuhuasi,chuchuhuasi lapasekla 1 s.,631
chueco,chueco kunsek adj. chueco.,631
chullachaki,chullachaki caspi leikekla s.,631
anpulu'2,chupadera anpulu'2 nom.,631
laserker',chúpalo laserker' vt. ¡chúpalo! ¡Lasenña laserker'! ¡Chupa la caña!; pisha'ker' vt. ¡chúpalo! ¡Lalansha',631
